group,time,att_diffdiff,se_traditional,event_time,att_no_covariate_recomputed,spatial_hac_se,hac_n_units,hac_n_pairs_used,hac_truncated,se_ratio_hac_to_traditional,ci_low_traditional,ci_high_traditional,ci_low_spatial_hac,ci_high_spatial_hac,t_traditional,t_spatial_hac,p_traditional,p_spatial_hac,sig_traditional,sig_spatial_hac
2021,2019,-159.13566053848632,186.46692569623775,-2,696.9564731072917,153.51320297866533,367224,50000000,True,0.8232730947081984,-524.6108349031124,206.3395138261397,-460.0215383766704,141.75021729969774,-0.8534256675509566,-1.0366252377693037,0.39342329254133757,0.29991054667629485,,
2021,2020,-696.9564731072917,146.38256788585053,-1,0.0,0.0,367224,50000000,True,0.0,-983.8663061635586,-410.04664005102467,-696.9564731072917,-696.9564731072917,-4.761198571477308,-inf,1.924465747471573e-06,,***,
2021,2021,565.1106921083458,154.45143438934795,0,565.1106921083458,154.63476825814584,367224,50000000,True,1.0011870001047432,262.3858807052238,867.8355035114678,262.02654632237994,868.1948378943116,3.6588244993814043,3.6544866233766733,0.00025337477247680155,0.0002576970977151982,***,***
2021,2022,759.0184236764252,164.63465762763036,1,759.0184236764252,165.05451906468926,367224,50000000,True,1.0025502615494761,436.33449472626967,1081.7023526265807,435.51156630963425,1082.5252810432162,4.610319811234207,4.598592198368986,4.020499878746294e-06,4.253554663341327e-06,***,***
2021,2023,1446.9181411764039,181.26915594773934,2,1446.9181411764039,181.98565654705857,367224,50000000,True,1.0039526890031187,1091.6305955188348,1802.205686833973,1090.226254344169,1803.6100280086387,7.982153023284097,7.950726274970215,1.4380259576214765e-15,1.8542123197246727e-15,***,***
2021,2024,1252.432122947902,158.12867609346384,3,1252.432122947902,159.0500844171808,367224,50000000,True,1.0058269527481047,942.4999178047128,1562.364328091091,940.6939574902276,1564.1702884055762,7.920335222484485,7.874451167613542,2.3687109316529334e-15,3.4224184152987842e-15,***,***
2021,2025,1340.3970161163024,211.57646134798884,4,1340.3970161163024,212.16726915323082,367224,50000000,True,1.002792408009274,925.7071518742443,1755.0868803583605,924.54916857597,1756.2448636566348,6.335284216289516,6.317642779990937,2.3690415830005813e-10,2.655830320245376e-10,***,***
2024,2002,-1069.8893043570506,90.79695490199988,-22,-297.2077384055162,74.33792473035068,375970,50000000,True,0.8187270686620055,-1247.8513359649703,-891.9272727491309,-1215.591636828538,-924.1869718855633,-11.783317023261596,-14.392240679813279,4.7582976492015623e-32,5.78895677888753e-47,***,***
2024,2003,1129.3570769258972,72.71478641021609,-21,832.1493385203812,91.61317129669735,375970,50000000,True,1.2598974131597822,986.8360955618737,1271.8780582899208,949.7952611843705,1308.918892667424,15.531326332373407,12.327453148285574,2.1292980320997934e-54,6.445176899298901e-35,***,***
2024,2004,-809.7030978580245,101.82595892208435,-20,22.446240662356615,107.44622926383877,375970,50000000,True,1.0551948678043381,-1009.2819773453099,-610.1242183707392,-1020.2977072151485,-599.1084885009005,-7.9518337605599845,-7.535891239791805,1.837707482995091e-15,4.8501070625799246e-14,***,***
