group,time,event_time,att_no_covariate_recomputed,spatial_hac_se,hac_n_units,hac_n_pairs_used,hac_truncated,hac_cutoff_km,hac_kernel
2018,2023,5,712.4322225618424,114.80334142868945,376995,50000000,True,25,bartlett
2018,2024,6,663.7917315385175,124.43031537122403,376995,50000000,True,25,bartlett
2018,2025,7,502.99740034926674,107.6132067322449,376995,50000000,True,25,bartlett
2019,2002,-17,1911.4380715346606,1247.4719049769428,365114,50000000,True,25,bartlett
2019,2003,-16,1348.872328827962,454.9866021127146,365114,50000000,True,25,bartlett
2019,2004,-15,3192.5649101353915,2779.078928087709,365114,50000000,True,25,bartlett
2019,2005,-14,2870.0410736217873,1205.2637398867591,365114,50000000,True,25,bartlett
2019,2006,-13,1190.253212559416,538.5084926515215,365114,50000000,True,25,bartlett
2019,2007,-12,1778.599572224516,1197.816060726083,365114,50000000,True,25,bartlett
2019,2008,-11,706.4529260657991,705.9679136737411,365114,50000000,True,25,bartlett
2019,2009,-10,6091.808540511895,3239.392170599216,365114,50000000,True,25,bartlett
2019,2010,-9,1164.193820463195,635.3742484226854,365114,50000000,True,25,bartlett
2019,2011,-8,3401.6332528055573,1574.5026526087536,365114,50000000,True,25,bartlett
2019,2012,-7,3000.4364506439324,998.5500663834991,365114,50000000,True,25,bartlett
2019,2013,-6,1652.0588489522438,887.266042599331,365114,50000000,True,25,bartlett
2019,2014,-5,875.9866628654535,773.0761487969487,365114,50000000,True,25,bartlett
2019,2015,-4,1475.3677703428543,740.9319835377885,365114,50000000,True,25,bartlett
2019,2016,-3,822.6663639372352,917.2548530112869,365114,50000000,True,25,bartlett
2019,2017,-2,2942.3865257922434,1784.8097634585797,365114,50000000,True,25,bartlett
2019,2018,-1,0.0,0.0,365114,50000000,True,25,bartlett
2019,2019,0,1254.7196896725163,532.7063096831432,365114,50000000,True,25,bartlett
2019,2020,1,3767.1132807825757,4112.975054177641,365114,50000000,True,25,bartlett
2019,2021,2,1094.45111369594,1099.7466079102817,365114,50000000,True,25,bartlett
2019,2022,3,2252.1272008404376,1483.4367621902707,365114,50000000,True,25,bartlett
2019,2023,4,1340.0579332875332,1011.6438112760967,365114,50000000,True,25,bartlett
2019,2024,5,1483.485801635035,1095.5821744048696,365114,50000000,True,25,bartlett
2019,2025,6,1703.9741267360655,1012.5829725837057,365114,50000000,True,25,bartlett
2020,2002,-18,221.10495622423377,81.12273606799525,389984,50000000,True,25,bartlett
2020,2003,-17,650.1115614870072,79.07443100549868,389984,50000000,True,25,bartlett
2020,2004,-16,182.86961565290952,90.23736139065745,389984,50000000,True,25,bartlett
2020,2005,-15,361.9880278222746,79.66357623932495,389984,50000000,True,25,bartlett
2020,2006,-14,716.8386894965602,80.75469474596447,389984,50000000,True,25,bartlett
2020,2007,-13,-49.51104059908482,83.02266313270584,389984,50000000,True,25,bartlett
2020,2008,-12,-58.20064636266608,82.02106142162135,389984,50000000,True,25,bartlett
2020,2009,-11,457.6468929216052,85.21897367641141,389984,50000000,True,25,bartlett
2020,2010,-10,412.7508826209463,79.51609099829626,389984,50000000,True,25,bartlett
2020,2011,-9,555.1677268057247,81.44527742913583,389984,50000000,True,25,bartlett
2020,2012,-8,414.5605810916068,79.99275661454557,389984,50000000,True,25,bartlett
2020,2013,-7,408.3663202006263,81.1740507049017,389984,50000000,True,25,bartlett
2020,2014,-6,-27.903589084495138,79.43505844312585,389984,50000000,True,25,bartlett
2020,2015,-5,282.24089802730225,77.91370254471919,389984,50000000,True,25,bartlett
2020,2016,-4,-485.56897591310917,80.67981098976833,389984,50000000,True,25,bartlett
2020,2017,-3,-933.6242605920877,90.79227428535539,389984,50000000,True,25,bartlett
2020,2018,-2,126.4581214261865,118.09266020899412,389984,50000000,True,25,bartlett
2020,2019,-1,0.0,0.0,389984,50000000,True,25,bartlett
2020,2020,0,-247.53767720988347,113.62745651752269,389984,50000000,True,25,bartlett
2020,2021,1,217.67509274145561,103.64776668334214,389984,50000000,True,25,bartlett
2020,2022,2,478.86937745061675,107.5635046737851,389984,50000000,True,25,bartlett
2020,2023,3,332.7184955056203,83.03274953602373,389984,50000000,True,25,bartlett
2020,2024,4,798.303818401205,97.43063592494089,389984,50000000,True,25,bartlett
2020,2025,5,491.6658673817541,84.45142764089779,389984,50000000,True,25,bartlett
2021,2002,-19,1927.3702343862692,224.90309498855785,367224,50000000,True,25,bartlett
2021,2003,-18,1527.446969822031,159.46377433632213,367224,50000000,True,25,bartlett
2021,2004,-17,3570.2673296635776,370.923347511211,367224,50000000,True,25,bartlett
2021,2005,-16,2189.605579808526,220.41657395704797,367224,50000000,True,25,bartlett
2021,2006,-15,2382.435559587641,243.6472185703652,367224,50000000,True,25,bartlett
2021,2007,-14,1550.2240367462512,201.27248096545708,367224,50000000,True,25,bartlett
2021,2008,-13,1021.2409403910544,185.80416813293692,367224,50000000,True,25,bartlett
2021,2009,-12,2073.2635625830335,215.1693370243267,367224,50000000,True,25,bartlett
2021,2010,-11,1508.7315514664601,185.1723242896984,367224,50000000,True,25,bartlett
2021,2011,-10,1987.454725921805,193.66703573968306,367224,50000000,True,25,bartlett
2021,2012,-9,2726.834167708951,253.11162844717919,367224,50000000,True,25,bartlett
2021,2013,-8,845.8917857753751,156.52255944057154,367224,50000000,True,25,bartlett
2021,2014,-7,1012.8821713457752,171.04764213838365,367224,50000000,True,25,bartlett
2021,2015,-6,1125.9116644892317,178.99313187566358,367224,50000000,True,25,bartlett
2021,2016,-5,977.3000890902542,184.48067977619587,367224,50000000,True,25,bartlett
2021,2017,-4,2095.588388165211,288.78493747883675,367224,50000000,True,25,bartlett
2021,2018,-3,856.0921336457782,198.28383985294923,367224,50000000,True,25,bartlett
2021,2019,-2,696.9564731072917,153.51320297866533,367224,50000000,True,25,bartlett
2021,2020,-1,0.0,0.0,367224,50000000,True,25,bartlett
2021,2021,0,565.1106921083458,154.63476825814584,367224,50000000,True,25,bartlett
2021,2022,1,759.0184236764252,165.05451906468926,367224,50000000,True,25,bartlett
2021,2023,2,1446.9181411764039,181.98565654705857,367224,50000000,True,25,bartlett
2021,2024,3,1252.432122947902,159.0500844171808,367224,50000000,True,25,bartlett
2021,2025,4,1340.3970161163024,212.16726915323082,367224,50000000,True,25,bartlett
2024,2002,-22,-297.2077384055162,74.33792473035068,375970,50000000,True,25,bartlett
2024,2003,-21,832.1493385203812,91.61317129669735,375970,50000000,True,25,bartlett
2024,2004,-20,22.446240662356615,107.44622926383877,375970,50000000,True,25,bartlett
2024,2005,-19,349.24038954980756,92.11694503628564,375970,50000000,True,25,bartlett
2024,2006,-18,562.6433412045016,91.84515105057602,375970,50000000,True,25,bartlett
2024,2007,-17,147.9785408161634,105.88089996438042,375970,50000000,True,25,bartlett
2024,2008,-16,-478.55061833315483,80.66511931781051,375970,50000000,True,25,bartlett
2024,2009,-15,362.45155229624993,91.15533013721252,375970,50000000,True,25,bartlett
2024,2010,-14,488.2575632751079,85.56926146136936,375970,50000000,True,25,bartlett
2024,2011,-13,-36.688632368034604,76.74299915631795,375970,50000000,True,25,bartlett
2024,2012,-12,484.08236885668623,83.74592892500728,375970,50000000,True,25,bartlett
2024,2013,-11,-402.49687002404914,71.85863023535713,375970,50000000,True,25,bartlett
2024,2014,-10,-331.8701083042379,80.64054475528668,375970,50000000,True,25,bartlett
2024,2015,-9,-172.53080227730703,84.80897651347836,375970,50000000,True,25,bartlett
2024,2016,-8,12.217506978918095,107.44117666342423,375970,50000000,True,25,bartlett
2024,2017,-7,19.581116099877136,115.73411291557805,375970,50000000,True,25,bartlett
2024,2018,-6,-847.5494629154525,80.65756650288169,375970,50000000,True,25,bartlett
2024,2019,-5,-870.8085378182984,87.90662885368336,375970,50000000,True,25,bartlett
2024,2020,-4,-1264.4244951811656,80.78356716113267,375970,50000000,True,25,bartlett
2024,2021,-3,-796.1665175408021,77.09996675044137,375970,50000000,True,25,bartlett
2024,2022,-2,-579.6006550145476,70.494127671435,375970,50000000,True,25,bartlett
2024,2023,-1,0.0,0.0,375970,50000000,True,25,bartlett
2024,2024,0,-374.2373799795597,67.74041626873368,375970,50000000,True,25,bartlett
2024,2025,1,-328.23586280163994,72.38689246125593,375970,50000000,True,25,bartlett
2025,2002,-23,1094.05256548738,214.1065474114014,367955,50000000,True,25,bartlett
2025,2003,-22,1495.5987966918995,209.15695395467299,367955,50000000,True,25,bartlett
2025,2004,-21,2248.5643686774174,216.28608717242633,367955,50000000,True,25,bartlett
2025,2005,-20,1872.9054600971458,228.5552334222215,367955,50000000,True,25,bartlett
2025,2006,-19,3035.5301671506813,281.83218456872305,367955,50000000,True,25,bartlett
2025,2007,-18,1667.4684239721093,305.2398165707724,367955,50000000,True,25,bartlett
2025,2008,-17,1342.538287553151,240.51976763146666,367955,50000000,True,25,bartlett
2025,2009,-16,1669.5993868433243,220.74377650951098,367955,50000000,True,25,bartlett
2025,2010,-15,2118.9653269964765,248.74754208332058,367955,50000000,True,25,bartlett
2025,2011,-14,2416.207316564663,276.06574257972085,367955,50000000,True,25,bartlett
2025,2012,-13,1629.7277882957285,196.8142479366498,367955,50000000,True,25,bartlett
2025,2013,-12,20.24025497858861,186.30034089648623,367955,50000000,True,25,bartlett
2025,2014,-11,379.4224058383625,168.22184130907442,367955,50000000,True,25,bartlett
2025,2015,-10,494.2948621519564,150.77725801610998,367955,50000000,True,25,bartlett
2025,2016,-9,1509.8650868233417,232.78442880476425,367955,50000000,True,25,bartlett
2025,2017,-8,2222.6368382781557,296.79010425969744,367955,50000000,True,25,bartlett
2025,2018,-7,2205.1586478386894,296.55625949754216,367955,50000000,True,25,bartlett
2025,2019,-6,1524.4664755103158,280.1808520652353,367955,50000000,True,25,bartlett
2025,2020,-5,1267.7611510921895,276.6787822769475,367955,50000000,True,25,bartlett
2025,2021,-4,883.6685387238497,199.07139588432278,367955,50000000,True,25,bartlett
2025,2022,-3,1282.9819951091931,282.564297074354,367955,50000000,True,25,bartlett
2025,2023,-2,976.7748879702561,175.7839317353477,367955,50000000,True,25,bartlett
2025,2024,-1,0.0,0.0,367955,50000000,True,25,bartlett
2025,2025,0,536.2800466041841,162.11646844170266,367955,50000000,True,25,bartlett
