group,time,event_time,att_no_covariate_recomputed,spatial_hac_se,hac_n_units,hac_n_pairs_used,hac_truncated,hac_cutoff_km,hac_kernel
2013,2003,-10,518.4140679286744,219.149625440103,366835,50000000,True,25,bartlett
2013,2004,-9,-691.556510488686,189.19172843500505,366835,50000000,True,25,bartlett
2013,2005,-8,-131.96302150666455,162.15219883312815,366835,50000000,True,25,bartlett
2013,2006,-7,330.28590450404425,238.48591692105717,366835,50000000,True,25,bartlett
2013,2007,-6,-639.8215804119891,185.67040076142015,366835,50000000,True,25,bartlett
2013,2008,-5,-248.0509783189922,187.62171020815705,366835,50000000,True,25,bartlett
2013,2009,-4,-16.95258921486174,184.62195271536646,366835,50000000,True,25,bartlett
2013,2010,-3,-308.9139165476273,165.09090700740444,366835,50000000,True,25,bartlett
2013,2011,-2,-25.622712316884844,199.051366942814,366835,50000000,True,25,bartlett
2013,2012,-1,0.0,0.0,366835,50000000,True,25,bartlett
2013,2013,0,-516.2816499100902,174.51889636344538,366835,50000000,True,25,bartlett
2013,2014,1,-320.2254821051523,267.55730807520325,366835,50000000,True,25,bartlett
2013,2015,2,-233.47717695007543,161.40456912588795,366835,50000000,True,25,bartlett
2013,2016,3,23954.5720135534,2619.6324976023006,366835,50000000,True,25,bartlett
2013,2017,4,-1077.3302651201593,229.82921221203424,366835,50000000,True,25,bartlett
2013,2018,5,-1280.3772189725912,201.41806876606367,366835,50000000,True,25,bartlett
2013,2019,6,869.5003880676506,704.4976153141796,366835,50000000,True,25,bartlett
2013,2020,7,-1609.1753557042837,179.68500398159765,366835,50000000,True,25,bartlett
2013,2021,8,-840.700464746433,232.34196486306752,366835,50000000,True,25,bartlett
2013,2022,9,-929.5105723456531,177.7037096597608,366835,50000000,True,25,bartlett
2013,2023,10,-492.35199938249343,183.62794337047333,366835,50000000,True,25,bartlett
2013,2024,11,-743.2549934079063,159.06038063065049,366835,50000000,True,25,bartlett
2013,2025,12,-413.9343956592704,178.65022064788963,366835,50000000,True,25,bartlett
2014,2002,-12,20.876618066404376,230.2359646286921,365473,50000000,True,25,bartlett
2014,2003,-11,113.31479218137065,181.5193623011912,365473,50000000,True,25,bartlett
2014,2004,-10,121.47568949881838,287.8126575065455,365473,50000000,True,25,bartlett
2014,2005,-9,54.685533420876595,210.70813008358058,365473,50000000,True,25,bartlett
2014,2006,-8,409.66914099969495,227.85594458927937,365473,50000000,True,25,bartlett
2014,2007,-7,1772.1101328318036,538.0755948106603,365473,50000000,True,25,bartlett
2014,2008,-6,637.8635960767398,710.9365591521026,365473,50000000,True,25,bartlett
2014,2009,-5,769.3899071658499,287.7511976822056,365473,50000000,True,25,bartlett
2014,2010,-4,83.28964787522926,201.61924171149707,365473,50000000,True,25,bartlett
2014,2011,-3,195.10814206604726,323.71517104174893,365473,50000000,True,25,bartlett
2014,2012,-2,583.6994702322498,273.543260108234,365473,50000000,True,25,bartlett
2014,2013,-1,0.0,0.0,365473,50000000,True,25,bartlett
2014,2014,0,-361.94526412783455,189.07377905688202,365473,50000000,True,25,bartlett
2014,2015,1,302.30499709015834,346.1655179781582,365473,50000000,True,25,bartlett
2014,2016,2,-391.905171239445,384.41265074133975,365473,50000000,True,25,bartlett
2014,2017,3,-1231.8645432349922,439.20151680171716,365473,50000000,True,25,bartlett
2014,2018,4,-1352.3561342664584,192.34202327795518,365473,50000000,True,25,bartlett
2014,2019,5,-12.2201709260097,586.764142509302,365473,50000000,True,25,bartlett
2014,2020,6,-1298.6978142414494,211.3641022738504,365473,50000000,True,25,bartlett
2014,2021,7,-386.8081567125997,310.73070067444866,365473,50000000,True,25,bartlett
2014,2022,8,-588.1375301366477,258.4122274610795,365473,50000000,True,25,bartlett
2014,2023,9,-507.1883951858895,181.55645253918522,365473,50000000,True,25,bartlett
2014,2024,10,-464.3824620490316,181.68680335095303,365473,50000000,True,25,bartlett
2014,2025,11,168.21788743567382,399.38455117919847,365473,50000000,True,25,bartlett
2018,2002,-16,689.1964913460084,113.58559329948108,376995,50000000,True,25,bartlett
2018,2003,-15,1002.3555382571244,113.95034584325536,376995,50000000,True,25,bartlett
2018,2004,-14,1058.3622524838697,137.79181986238382,376995,50000000,True,25,bartlett
2018,2005,-13,1008.6071489422234,122.46614732832151,376995,50000000,True,25,bartlett
2018,2006,-12,1766.0011298156314,144.8130443422953,376995,50000000,True,25,bartlett
2018,2007,-11,658.5511813816657,127.40476972612633,376995,50000000,True,25,bartlett
2018,2008,-10,589.2230285164569,120.81839049118919,376995,50000000,True,25,bartlett
2018,2009,-9,1286.863104902284,126.82811252952465,376995,50000000,True,25,bartlett
2018,2010,-8,1418.9549049094812,129.3433762087396,376995,50000000,True,25,bartlett
2018,2011,-7,1115.5447425851366,116.50882922491519,376995,50000000,True,25,bartlett
2018,2012,-6,1182.2822233594984,116.13052617492664,376995,50000000,True,25,bartlett
2018,2013,-5,558.711408817019,108.94473594649945,376995,50000000,True,25,bartlett
2018,2014,-4,543.7095806110588,121.89824671988056,376995,50000000,True,25,bartlett
2018,2015,-3,671.8761957835799,108.65520889018974,376995,50000000,True,25,bartlett
2018,2016,-2,125.25142800731226,105.9626972598772,376995,50000000,True,25,bartlett
2018,2017,-1,0.0,0.0,376995,50000000,True,25,bartlett
2018,2018,0,-240.24321611174315,106.01498521708741,376995,50000000,True,25,bartlett
2018,2019,1,24.471452677418142,113.66605882030292,376995,50000000,True,25,bartlett
2018,2020,2,-362.4644896923163,112.97631096555472,376995,50000000,True,25,bartlett
2018,2021,3,227.09404300265066,121.98207089120822,376995,50000000,True,25,bartlett
2018,2022,4,261.95933835913456,111.3945829891028,376995,50000000,True,25,bartlett
