covariate_set,group,time,att,se,att_csdid,se_csdid,att_difference_diffdiff_minus_csdid
none,2013,2013,-516.2816499100902,174.53547548461069,-516.2816,174.4857,-4.9910090183402644e-05
none,2013,2014,-320.2254821051523,267.5965067049261,-320.2255,267.5199,1.7894847701427352e-05
none,2013,2015,-233.47717695007543,161.40299973112954,-233.4772,161.3571,2.304992457879962e-05
none,2013,2016,23954.5720135534,2620.3562991835342,23954.572,2619.6017,1.355339918518439e-05
none,2013,2017,-1077.3302651201593,228.77516218799207,-1077.3303,228.7105,3.487984076855355e-05
none,2013,2018,-1280.3772189725912,200.89952790472557,-1280.3772,200.8428,-1.8972591306010145e-05
none,2013,2019,869.5003880676506,703.3484359204365,869.5004,703.1461,-1.193234936636145e-05
none,2013,2020,-1609.1753557042837,178.97278114309503,-1609.1754,178.9227,4.429571640685026e-05
none,2013,2021,-840.700464746433,232.20481484416828,-840.7005,232.1387,3.525356703448779e-05
none,2013,2022,-929.5105723456531,177.50005131106326,-929.5106,177.4499,2.7654346808958508e-05
none,2013,2023,-492.35199938249343,183.6220749736516,-492.352,183.5699,6.175065436764271e-07
none,2013,2024,-743.2549934079063,159.03489996589462,-743.255,158.99,6.59209365494462e-06
none,2013,2025,-413.9343956592704,178.67108982095695,-413.9344,178.6204,4.340729560681211e-06
none,2014,2002,-2395.557257001548,517.0226119502361,-2395.5573,516.3211,4.299845204513986e-05
none,2014,2003,92.43817411496622,146.3419806323712,92.4382,146.1459,-2.5885033778649813e-05
none,2014,2004,8.16089731744762,230.7773583246321,8.1609,230.4657,-2.6825523793405637e-06
none,2014,2005,-66.79015607794162,240.09178216298227,-66.7902,239.7675,4.3922058381440365e-05
none,2014,2006,354.98360757881824,160.5711686731894,354.9836,160.3553,7.578818213005434e-06
none,2014,2007,1362.4409918321085,458.698831744016,1362.441,458.0769,-8.167891564880847e-06
none,2014,2008,-1134.2465367550635,718.2068167983551,-1134.2465,717.2321,-3.6755063547389e-05
none,2014,2009,131.52631108911015,729.9091834811228,131.5263,728.9184,1.1089110159900883e-05
none,2014,2010,-686.1002592906208,227.07818865648113,-686.1003,226.7712,4.0709379163672565e-05
none,2014,2011,111.81849419081803,268.6060908260187,111.8185,268.2427,-5.809181971017097e-06
none,2014,2012,388.59132816620263,286.98181411754905,388.5913,286.5933,2.8166202639567928e-05
none,2014,2013,-583.6994702322498,271.20638893541866,-583.6995,270.8394,2.976775010665733e-05
none,2014,2014,-361.94526412783455,189.2181195882515,-361.9453,188.9635,3.587216542655369e-05
none,2014,2015,302.30499709015834,346.2729685153903,302.305,345.8039,-2.90984166895214e-06
none,2014,2016,-391.905171239445,383.83450120071393,-391.9052,383.3156,2.8760554982909525e-05
none,2014,2017,-1231.8645432349922,438.5042390687003,-1231.8645,437.9115,-4.323499229030858e-05
none,2014,2018,-1352.3561342664584,191.57908809167012,-1352.3561,191.3246,-3.426645844228915e-05
none,2014,2019,-12.2201709260097,584.2583490366228,-12.2202,583.4662,2.9073990299721686e-05
none,2014,2020,-1298.6978142414494,210.82473370770938,-1298.6978,210.5444,-1.4241449434848619e-05
none,2014,2021,-386.8081567125997,311.21824039350616,-386.8082,310.7983,4.32874002740391e-05
none,2014,2022,-588.1375301366477,258.4941114009367,-588.1375,258.1461,-3.013664763784618e-05
none,2014,2023,-507.1883951858895,181.01227664478031,-507.1884,180.7699,4.8141105253307614e-06
