Group,Time,"ATT(g, t)",Post,Std. Error,[95% Pointwise,Conf. Band],
2025,2013,-1609.4875,0,219.8066,-2040.3084,-1178.6667,*
2025,2014,359.1822,0,189.8045,-12.8347,731.199,
2025,2015,114.8725,0,148.366,-175.925,405.6699,
2025,2016,1015.5702,0,215.0562,594.06,1437.0805,*
2025,2017,712.7718,0,292.9422,138.605,1286.9385,*
2025,2018,-17.4782,0,300.8849,-607.2126,572.2562,
2025,2019,-680.6922,0,328.2365,-1324.0358,-37.3486,*
2025,2020,-256.7053,0,295.5278,-835.9398,322.5292,
2025,2021,-384.0926,0,258.3877,-890.5325,122.3472,
2025,2022,399.3135,0,304.2287,-196.9748,995.6017,
2025,2023,-306.2071,0,290.0351,-874.6758,262.2616,
2025,2024,-976.7749,0,175.6817,-1321.111,-632.4387,*
2025,2025,536.28,1,162.0426,218.6766,853.8835,*
